id,customer_id,merchant_id,status,created_at,updated_at
2146,423,1,shipped,2012-03-22 07:55:52 UTC,2012-03-22 07:55:52 UTC
4016,814,1,shipped,2012-03-22 15:57:31 UTC,2012-03-22 15:57:31 UTC
1868,366,1,shipped,2012-03-23 05:55:39 UTC,2012-03-23 05:55:39 UTC
2614,526,1,shipped,2012-03-23 09:56:15 UTC,2012-03-23 09:56:15 UTC
155,29,1,shipped,2012-03-23 18:54:17 UTC,2012-03-23 18:54:17 UTC
1839,359,1,shipped,2012-03-24 01:55:37 UTC,2012-03-24 01:55:37 UTC
2254,454,1,shipped,2012-03-24 07:55:58 UTC,2012-03-24 07:55:58 UTC
29,7,1,shipped,2012-03-25 13:54:11 UTC,2012-03-25 13:54:11 UTC
1832,358,1,shipped,2012-03-25 22:55:37 UTC,2012-03-25 22:55:37 UTC
4366,888,1,shipped,2012-03-25 22:57:50 UTC,2012-03-25 22:57:50 UTC
4434,903,1,shipped,2012-03-26 00:57:54 UTC,2012-03-26 00:57:54 UTC
2637,529,1,shipped,2012-03-26 08:56:16 UTC,2012-03-26 08:56:16 UTC
1925,377,1,shipped,2012-03-26 13:55:41 UTC,2012-03-26 13:55:41 UTC
920,176,1,shipped,2012-03-26 15:54:53 UTC,2012-03-26 15:54:53 UTC
3340,681,1,shipped,2012-03-26 16:56:54 UTC,2012-03-26 16:56:54 UTC
608,124,1,shipped,2012-03-27 06:54:39 UTC,2012-03-27 06:54:39 UTC
3910,798,1,shipped,2012-03-27 08:57:26 UTC,2012-03-27 08:57:26 UTC
4042,818,2,shipped,2012-03-06 23:57:33 UTC,2012-03-06 23:57:33 UTC
2343,471,2,shipped,2012-03-07 12:56:02 UTC,2012-03-07 12:56:02 UTC
1141,219,2,shipped,2012-03-07 19:55:03 UTC,2012-03-07 19:55:03 UTC
259,57,2,shipped,2012-03-08 03:54:22 UTC,2012-03-08 03:54:22 UTC
568,117,2,shipped,2012-03-08 09:54:37 UTC,2012-03-08 09:54:37 UTC
2110,417,2,shipped,2012-03-08 18:55:50 UTC,2012-03-08 18:55:50 UTC
3214,650,2,shipped,2012-03-09 05:56:48 UTC,2012-03-09 05:56:48 UTC
1669,321,2,shipped,2012-03-10 00:55:30 UTC,2012-03-10 00:55:30 UTC
4404,897,2,shipped,2012-03-10 03:57:53 UTC,2012-03-10 03:57:53 UTC
4454,909,2,shipped,2012-03-10 14:57:56 UTC,2012-03-10 14:57:56 UTC
2010,393,2,shipped,2012-03-10 20:55:45 UTC,2012-03-10 20:55:45 UTC
4424,902,2,shipped,2012-03-11 07:57:54 UTC,2012-03-11 07:57:54 UTC
277,60,2,shipped,2012-03-11 14:54:23 UTC,2012-03-11 14:54:23 UTC
1759,339,2,shipped,2012-03-11 20:55:34 UTC,2012-03-11 20:55:34 UTC
3679,750,2,shipped,2012-03-12 05:57:13 UTC,2012-03-12 05:57:13 UTC
4597,942,2,shipped,2012-03-14 02:58:02 UTC,2012-03-14 02:58:02 UTC
4789,988,2,shipped,2012-03-14 11:58:12 UTC,2012-03-14 11:58:12 UTC
4726,976,2,shipped,2012-03-14 19:58:09 UTC,2012-03-14 19:58:09 UTC
1620,312,2,shipped,2012-03-15 06:55:27 UTC,2012-03-15 06:55:27 UTC
1062,206,2,shipped,2012-03-16 09:55:00 UTC,2012-03-16 09:55:00 UTC
2143,422,2,shipped,2012-03-16 15:55:52 UTC,2012-03-16 15:55:52 UTC
4386,894,2,shipped,2012-03-17 00:57:52 UTC,2012-03-17 00:57:52 UTC
2581,523,2,shipped,2012-03-17 02:56:13 UTC,2012-03-17 02:56:13 UTC
2305,462,2,shipped,2012-03-17 14:56:01 UTC,2012-03-17 14:56:01 UTC
1187,229,2,shipped,2012-03-17 18:55:06 UTC,2012-03-17 18:55:06 UTC
1983,389,2,shipped,2012-03-18 07:55:44 UTC,2012-03-18 07:55:44 UTC
45,10,2,shipped,2012-03-18 09:54:11 UTC,2012-03-18 09:54:11 UTC
1561,300,2,shipped,2012-03-19 00:55:24 UTC,2012-03-19 00:55:24 UTC
522,108,2,shipped,2012-03-19 05:54:35 UTC,2012-03-19 05:54:35 UTC
2706,542,2,shipped,2012-03-19 22:56:19 UTC,2012-03-19 22:56:19 UTC
3347,682,2,shipped,2012-03-20 04:56:55 UTC,2012-03-20 04:56:55 UTC
4785,988,2,shipped,2012-03-20 09:58:12 UTC,2012-03-20 09:58:12 UTC
2751,552,2,shipped,2012-03-21 22:56:22 UTC,2012-03-21 22:56:22 UTC
3545,719,2,shipped,2012-03-22 01:57:06 UTC,2012-03-22 01:57:06 UTC
4556,933,2,shipped,2012-03-22 08:58:01 UTC,2012-03-22 08:58:01 UTC
3042,611,2,shipped,2012-03-22 13:56:38 UTC,2012-03-22 13:56:38 UTC
3189,645,2,shipped,2012-03-23 04:56:46 UTC,2012-03-23 04:56:46 UTC
4667,960,2,shipped,2012-03-23 06:58:06 UTC,2012-03-23 06:58:06 UTC
2195,435,2,shipped,2012-03-23 19:55:55 UTC,2012-03-23 19:55:55 UTC
2667,534,2,shipped,2012-03-24 19:56:17 UTC,2012-03-24 19:56:17 UTC
1488,289,2,shipped,2012-03-24 21:55:20 UTC,2012-03-24 21:55:20 UTC
4451,907,2,shipped,2012-03-25 01:57:55 UTC,2012-03-25 01:57:55 UTC
1967,386,2,shipped,2012-03-25 05:55:43 UTC,2012-03-25 05:55:43 UTC
77,16,2,shipped,2012-03-25 06:54:13 UTC,2012-03-25 06:54:13 UTC
4652,956,2,shipped,2012-03-25 07:58:05 UTC,2012-03-25 07:58:05 UTC
3952,805,2,shipped,2012-03-26 10:57:28 UTC,2012-03-26 10:57:28 UTC
1439,280,2,shipped,2012-03-26 12:55:18 UTC,2012-03-26 12:55:18 UTC
121,22,2,shipped,2012-03-27 01:54:15 UTC,2012-03-27 01:54:15 UTC
619,126,2,shipped,2012-03-27 11:54:39 UTC,2012-03-27 11:54:39 UTC
